category,text
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на проезде между домами Образуется провал каждый год. Ямочный ремонтом не решается. Необходимо устранить причину образования провала."
Текущее содержание дорог и ремонт,"Подтопление межквартального проезда Опять дождь и опять лужа, пошу исправить эту закономерность"
Текущее содержание дорог и ремонт,Подтопление участка проезжей части После дождя топит перекресток. Пешеходы переходят по проезжей части.
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на проезде между домами Большая яма наполовину засыпана щебнем. Находится между домами ко Народная 4 и Народная 2"
Текущее содержание дорог и ремонт,"Подтопление участка проезжей части напротив уздэу, ставропольская 97"
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на тротуаре Ямы на парковке"
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на тротуаре Не заасфальтированный участок после ремонта."
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на тротуаре Проваленный на 10см люк перед путепроводом над Госпаровской."
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на тротуаре Провалился тротуар. Отсутствует брусчатка."
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на тротуаре Образовалась дыра в тротуаре."
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на проезжей части Не заасфальтированный участок дороги. Отсутствует бордюр."
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на проезжей части Во дворе дома 50 лет Октября 46 после зимы образовалось множество повреждений асфальтового покрытия."
Текущее содержание дорог и ремонт,Открытый люк на проезжей части добрый день. отсутствует крышка люка.
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на тротуаре Несколько ям на тротуаре."
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на тротуаре Разбитый энергетиками тротуар, засыпанный щебнем ещё с осени-зимы. Ходить невозможно."
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на тротуаре Проваленный на 10 см люк."
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на тротуаре Яма на тротуаре, засыпанная щебнем, оставшаяся после работ энергетиков осенью-зимой. По щебню невозможно ходить."
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на тротуаре Гигантская яма на тротуаре,засыпанная щебнем, оставшаяся после работ энергетиков осенью-зимой.По щебню невозможно ходить"
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на проезжей части Яма возле заезда к дому."
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на проезде между домами Ямы на повороте во двор"
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на проезжей части На повороте во двор"
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на проезжей части Яма в парковочное кармане"
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на проезде между домами Двор разбит"
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на проезде между домами На парковке у Монетки"
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на проезде между домами После выполнения работ было закатано новое асфальтовое покрытие. Но пришла весна и асфальт провалился. Нужен ремонт."
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на тротуаре Разваливается брусчатка на тротуаре у перехода"
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на проезжей части После ремонтных работ не восстановлен асфальт до конца, а также пошла в месте работ асфальт стал не ровный(волна)"
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на проезжей части Добрый вечер. На проезжей части дороги образовалось огромное количество ям. Прошу устранить."
Текущее содержание дорог и ремонт,"Подтопление участка проезжей части 15 апреля во второй половине дня приехала машина, хотели откачать воду, но не нашли место куда можно слить такое большое количество воды, т.к. в колодцах ливневой канализации до уровня асфальта проезжай части стояла вода. И что сделала бригада? Она переехала перекресток ул. Гастелло-Калужская и откачали воду там. По факту работы по указанному адресу: Братская 2 НЕ ВЫПОЛНЕНЫ!"
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на проезжей части стык покрытий после ремонта в 2018 не в нормативе. прошу устранить"
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на проезжей части У Осипенко 1 провалился люк. По ГОСТ Р 50597-2017, отклонение 1 см, срок устранения 1 сут. Прошу устранить"
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на проезжей части На перекрестке пересечений ул. Полевая и выезд из ЖК «Олимпия» (где светофор и заправка Лукойл) не были заасфальтированы колодцы около люков . Данный участок дороги вообще весь сделан очень плохо, на всем участки ямы, провалы асфальта."
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на проезжей части Необходимо привести в соответствие участок дороги. Устранить ямы вдоль дома , в том числе коллектор."
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на тротуаре Разбит тротуар"
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на проезде между домами Множественные ямы на территории областной клинической больницы."
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на проезде между домами Несколько ям на проезде между домом и институтом физ.культуры"
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на проезжей части Около Гудвина. Второй съезд на парковку от ул. М. Горького"
Текущее содержание дорог и ремонт,"Открытый люк на проезжей части поврежденный люк на выезде от дома Газопромысловая 2, на ул. Т.Чаркого"
Текущее содержание дорог и ремонт,Открытый люк на проезжей части Пол года уже не убирают
Текущее содержание дорог и ремонт,Подтопление участка проезжей части Добрый день! Необходимо откачать воду Либо сделать работающие сливы. Заранее спасибо!
Текущее содержание дорог и ремонт,"Открытый люк на тротуаре Снова! Открыт люк на тротуаре Кольцо ММС. Напротив Щербакова 213, в непосредственной близости с тротуаром открытый люк."
Текущее содержание дорог и ремонт,"Подтопление участка проезжей части На пути к школе и садику третью неделю находится огромная лужа, которую с трудом обходят, особенно с колясками."
Текущее содержание дорог и ремонт,"Подтопление межквартального проезда В течение 15 лет систематически затапливает придомовую территорию, проблема пройти в подъезд, откачка её не решает."
Текущее содержание дорог и ремонт,Подтопление межквартального проезда Прошу решить проблему с огромной лужей на дороге во дворе по адресу Заречный проезд 10
Текущее содержание дорог и ремонт,"Подтопление тротуара Не убирается пешеходный переход у остановки ""Завод медоборудования"". Непроходимые лужи и грязь! Тротуары при этом сухие!"
Текущее содержание дорог и ремонт,Подтопление тротуара Из-за просадки плитки постоянно затопление тротуара
Текущее содержание дорог и ремонт,"Подтопление межквартального проезда Каждую весну или после дождя образуется лужа глубиной до 20 см, при том что тротуар рядом не приспособлен для мобильност"
Текущее содержание дорог и ремонт,"Открытый люк на проезжей части На повороте у светофора к дому западно-сибирская 2, начал проваливаться люк и с каждой неделей все больше. Опасно!!!"
Текущее содержание дорог и ремонт,"Подтопление тротуара Добрый день! Прошу обратить внимание на систематическое подтопление тротуара на улице проезд Заречный, возле дома №39."
Текущее содержание дорог и ремонт,"Подтопление межквартального проезда У нас под окном морн разлеванное, за всю зиму два раза очень плохо убирали снег, сейчас - глубокое море."
Текущее содержание дорог и ремонт,Открытый люк на тротуаре Сломана крышка люка
Текущее содержание дорог и ремонт,Открытый люк на проезжей части открыт люк на въезде во двор
Текущее содержание дорог и ремонт,"Образовалась наледь, гололед на тротуаре вдоль автомобильной дороги тротуар вдоль ул Полевая покрыт слоем льда"
Текущее содержание дорог и ремонт,"Образовалась наледь, гололед на тротуаре вдоль автомобильной дороги Между Заречный д 39 и Заречный 10 на тротуарах с той и др стороны лужи, которые замерзают в лед. Люди ходят с трудом"
Текущее содержание дорог и ремонт,"Образовалась наледь, гололед на тротуаре вдоль автомобильной дороги Всю зиму не чистится снег на тротуарах вдоль домов №6 и 8, сейчас тротуар превратился в ледяной каток."
Текущее содержание дорог и ремонт,Не убирают снег на пешеходном переходе (кроме надземных). С начала года не убирается снег.примите меры.
Текущее содержание дорог и ремонт,"Образовалась наледь, гололед на тротуаре вдоль автомобильной дороги Образовалась наледь на тротуаре вдоль построенного здания. С водостока также стекает талая вода и замерзает."
Текущее содержание дорог и ремонт,"Образовалась наледь, гололед на тротуаре вдоль автомобильной дороги Наледь на Тротуаре на перекрестке улиц Восстания-Интернациональная"
Текущее содержание дорог и ремонт,"Образовалась наледь, гололед на тротуаре вдоль автомобильной дороги Сплошной лед. Очистите или посыпьте антискользящим."
Текущее содержание дорог и ремонт,"Образовалась наледь, гололед на тротуаре вдоль автомобильной дороги По дороге от Республики к Центру занятости тротуар местами обледенел и напоминает ""ледяное корытце с водой""."
Текущее содержание дорог и ремонт,"Образовалась наледь, гололед на пешеходном переходе (кроме надземных). При подходе к кнопке светофора у домов Гнаровской 7, Гнаровской 9 наледь. Дорогу переходят регулярно школьники"
Текущее содержание дорог и ремонт,Не убирают снег на дорожном полотне остановочного кармана Не убирается снег на парковке у магазина Монетка
Текущее содержание дорог и ремонт,"Не убирают снег на пешеходном переходе (кроме надземных). Переход не очищен от снега, обочины не очищены, на обочине рядом с дорогой торчит металлическая арматура"
Текущее содержание дорог и ремонт,"Не убирают снег на остановке общественного транспорта Остановочный комплекс ""Ул. Чекистов"" на ул. Республики не убирается снег, невозможно пройти до светофора, тротуар не чистится всю зиму, а наоборот закидывается снегом уборочными машинами (которые чистят дорогу), проход к пешеходному переходу просто завален снегом. Просьба разобраться в сложившейся ситуации."
Текущее содержание дорог и ремонт,"Не убирают снег на пешеходном переходе (кроме надземных). Механическим путём иногда проводится чистка тротуара и то редко, а после пересечения пешеходного перехода упираешься в г"
Текущее содержание дорог и ремонт,"Образовалась наледь, гололед на тротуаре вдоль автомобильной дороги Между улицами Дмитрия Менделеева и Николая Семенова по стороне детского сада пешеходная дорожка за всю зиму очень плохо чистилась и снега столько наросло что при малейшем таянии снега дорожка вся рыхлая мокрая что не возможно пройти и проехать с детской коляской ."
Текущее содержание дорог и ремонт,"Открытый люк на проезде между домами За всю зиму трактор был один раз, снег не вывозили совсем."
Текущее содержание дорог и ремонт,"Образовалась наледь, гололед на тротуаре вдоль автомобильной дороги Образовалась наледь, гололед на тротуаре, уплотненный снег, заужение тротуара."
Текущее содержание дорог и ремонт,"Образовалась наледь, гололед на тротуаре вдоль автомобильной дороги Образовалась наледь, гололед на тротуаре вдоль автомобильной дороги Образовалась наледь, гололед на тротуаре."
Текущее содержание дорог и ремонт,"Образовалась наледь, гололед на пешеходном переходе (кроме надземных). Наледь у светофора"
Текущее содержание дорог и ремонт,"Образовалась наледь, гололед на пешеходном переходе (кроме надземных). Наледь на переходе у счетофора со сторны ул.ямскпя 87"
Текущее содержание дорог и ремонт,"Не убирают снег на дорожном полотне остановочного кармана 14.02.19 завалили снежный вал вместе с дорожной наледью на дом. на звонки только обещают исправить, но бездействуют"
Текущее содержание дорог и ремонт,"Образовалась наледь, гололед на тротуаре вдоль автомобильной дороги Образовалась наледь, гололед на тротуаре вдоль автомобильной дороги , заужение тротуара вдоль Загородного сада."
Текущее содержание дорог и ремонт,"Образовалась наледь, гололед на тротуаре вдоль автомобильной дороги уплотненный снег, заужение тротуара"
Текущее содержание дорог и ремонт,"Образовалась наледь, гололед на пешеходном переходе (кроме надземных). На пешеходном переходе гололед, глубокие ямы, колеи."
Текущее содержание дорог и ремонт,"Образовалась наледь, гололед на тротуаре вдоль автомобильной дороги Тротуар вдоль дома Холодильной 138 со стороны ул.Красных зорь не убирается от снега в принципе. Ни разу за 10лет."
Текущее содержание дорог и ремонт,"Складируют снег, не чистят карманы, тратуар возле дома, с коляской пройти вообще не возможно"
Текущее содержание дорог и ремонт,"Образовалась наледь, гололед на тротуаре вдоль автомобильной дороги Наледь от ул.ямская 118 до перекрестка с ул.болотника"
Текущее содержание дорог и ремонт,"Образовалась наледь, гололед на тротуаре вдоль автомобильной дороги Наледь на пешеходной дорожке адоль школы ""лира"". Падают и дети и взрослые"
Текущее содержание дорог и ремонт,Открытый люк на тротуаре Открытый люк на тротуаре
Текущее содержание дорог и ремонт,29.12.18 камазы с эмблемой ЖБИ5 вечером складировали снег на гостевой парковке у дома по ул.Голышева 4. Фото прилагаю.
Текущее содержание дорог и ремонт,"Открытый люк на проезжей части Открытый люк на проезжей территории, может упасть человек."
Текущее содержание дорог и ремонт,"Не убирают снег на дорожном полотне остановочного кармана С начала зимы не чистят парковку вдоль домов Пражская 49/3,49/2,49/1 , карьер северный,каждый год проблемы..мостострой11"
Текущее содержание дорог и ремонт,"Не убран мусор вдоль улично-дорожной сети на тротуаре вдоль автомобильной дороги На тротуаре, в сторону пешеходного моста через ж/д лежит поваленное дерево. Как раз напротив подстанции."
Текущее содержание дорог и ремонт,"По адресу Жуковского 80 производились работы по засыпке ям на дороге, засыпку производили срезкой асфальта без утрамбовки и битума, ямы начинают высыпаться после проезда первой же машины, прошу отреагировать на такую работу управляющей компании и засыпать дороги по нормативам."
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на тротуаре Не удовлетворительное состояние тротуаров: тротуарная плитка местами отсутствует; местами сломана и просто болтается!"
Текущее содержание дорог и ремонт,Не убран мусор вдоль улично-дорожной сети на тротуаре вдоль автомобильной дороги Лежит строительный мусор
Текущее содержание дорог и ремонт,Не убран мусор вдоль улично-дорожной сети на тротуаре вдоль автомобильной дороги Разбросано много веток после сильных ветров в понедельник. До сих пор не убрали.
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на проезжей части Образовались ямы между домами по улице Широтной 130 и Широтной 136"
Текущее содержание дорог и ремонт,"Подтопление тротуара Пересечение улиц Бирюзова-Малышева-Журавлиная не пройти по тротуару и пешеходному переходу, все в воде и в грязи."
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на тротуаре Мост по ул.Щербакова от ул.Газовиков до ул.Дружбы - шириной менее 1м, чтобы проехать на велосипеде: не допустимые ямы!"
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на проезде между домами Образовалась яма, мешает проезду"
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на проезжей части Много ям по ул. Курганская"
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на проезде между домами Обещали заняться ремонтом дороги до 01.07. До сих пор никаких мер не предприняли"
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на проезде между домами Ямы в парковочном кармане"
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на проезжей части На проезжей части у остановки 6й микр-н образовалась яма. P.S.Добавьте возм-ть указ-ать адрес по остановочным пунктам"
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на проезжей части На дороге образовалась яма"
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на проезжей части -- выбоины вокруг люков"
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на проезде между домами Ямы при въезде в 3-й у дома по Эрвье 16. Образуются ежегодно после схода снега. Нужен качественный ремонт на 2-3 года."
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на проезде между домами Глубокая яма, мешает проезду"
Текущее содержание дорог и ремонт,"Открытый люк на проезжей части Уже две недели на перекрестке улиц Смоленской и Кузнецова опасный провал, обращения в иные инстанции не дало результатов"
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на проезжей части Отсутсвует дорожное покрытие"
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на проезде между домами Яма на дороге"
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на проезжей части Яма на повороте"
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на проезде между домами Яма на выезде"
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на проезжей части Много ям напротив ТТЦ Инженер"
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на проезде между домами Яма на въезде"
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на проезжей части опасная яма"
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на проезжей части большие ямы у ЖД Переезда"
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на тротуаре яма у дома"
Текущее содержание дорог и ремонт,Подтопление межквартального проезда Ремонт дороги проводил ВОДОКАНАЛ. К контейнерной площадке не подойти. Все ходят по грязным газонам. Пытались переплыть.
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на проезжей части Обвал края дороги. Отсутствует бордюр."
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на тротуаре Образовалась выбоина, яма на на тротуаре Сообщение #22-49-000605/19 - снова обманули, ливневка не сделана."
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на проезде между домами Ямы на дороге"
Текущее содержание дорог и ремонт,"Подтопление участка проезжей части Затоплена дорога, пройти пешеходам невозможно. На фото яркий пример как женщина с собакой пошли обходить лужу."
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на проезде между домами Яма возле люка на проезде между домами"
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на проезжей части Куча ям на проезжей части вдоль жилого дома Широтная 114"
Текущее содержание дорог и ремонт,"Подтопление участка проезжей части Невозможно проехать, огромная лужа! Неужели нельзя откачать воду, постоянные проблемы на этом участке."
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на проезжей части -- яма на проезде за АЗС Лукойл в сторону ул. Ставропольской"
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на тротуаре Огромная яма на тротуаре в районе пересечения ул. Спасская и 4 земской проезд возле строящегося дома"
Текущее содержание дорог и ремонт,"Подтопление межквартального проезда перманентная лужа - не пройти через нее, все машины в воде. ливневка не работает от слова совсем"
Текущее содержание дорог и ремонт,Подтопление участка проезжей части Затопило участок между д.2 и д.6 пр.Заречный. Такая картина после каждого дождика
Текущее содержание дорог и ремонт,"Подтопление участка проезжей части Огромная, глубокая ЛУЖА. Под водой глубокие ямы. Потеряли гос номер, пробили колесо. Просьба откачать!"
Текущее содержание дорог и ремонт,Подтопление участка проезжей части Затоплен выезд из двора прямо на пересечении с ул Самарцева и площадка у мусорных баков
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на проезде между домами Образовалась выбоина на проезде между домами, вблизи магазина ""Магнит""."
Текущее содержание дорог и ремонт,Не убран мусор вдоль улично-дорожной сети на обочине проезжей части на парковке напротив магазинов постоянно окурки пакеты бутылки. смет не убран вдоль бордюров. очень грязно
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на проезжей части На заезде с ул Менжинского во двор д 19 по ул.Ватутина выбоины и ямы. Во дворе ямы заделали, на заезде нет. Нет тротуара"
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на проезде между домами На межквартальном проезде по ул. Газовиков, 53/1 уже месяц без ремонта запиленные две ямы. Необходим ямочный ремонт"
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на проезде между домами Решетка высоко, вокруг выбит асфальт"
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на проезжей части На проезжей части и при заезде на дворовую территорию к дому образовались выбоины и ямы."
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на проезде между домами Ямы на участке от дома Ямская 91а до улицы Белинского"
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на проезжей части На проезжей части от дома Широтная 126 до дома Широтная 126к1 образованы ямы что затрудняет движение на проезжей части"
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на проезжей части Ямы на дороге"
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на проезжей части Образовались ямы на проезжей части"
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на проезде между домами Много ям на дороге вокруг крыльца магазина «Пятерочка» со всех сторон"
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на проезжей части На проезжей части между д.6 и д.2 пр.Заречный глубокие ямы"
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на проезжей части В 2018 году были произведены дорожные работы около дома 115 по ул. 30 лет Победы, в настоящее время работы не ведутся."
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на проезде между домами Прошу выполнить ямочный ремонт, в том числе на участках где не откачена вода."
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на проезде между домами Ямы вокруг люка"
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на проезде между домами Разрушение асфальтобетонного покрытия на проезде между домами Ямская 57 и Ямская 59."
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на тротуаре Обрушился бордюр. Отсутствует съезд для велосипедов и колясок."
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на тротуаре Провалился тротуар"
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на проезжей части яма на дороге"
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на проезде между домами Большая яма"
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на проезжей части на парковке напротив пражская 49/2 с осени 2018 года яма после благоустройства никак не закатают асфальтом, забыли и все"
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на проезде между домами при въезде к зданию №86а ул.Ямская и МКД №86 по ул.Ямская на асфальтовом покрытии образовались глубокие ямы"
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на тротуаре Разбитый растрескавшийся тротуар от площадки перед ""институтом осознанного материнства"" до проезда через арку в доме."
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на проезжей части Яма на участке от рынка ""Новый восточный"" до остановки ""Войновка"". Устранить яму."
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на тротуаре Не уложен асфальт на тротуаре"
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на проезжей части Образовалась яма"
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на проезжей части Много ям на участке ул. Елецкой от ул. Профсоюзной до ул. Северной"
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на проезжей части На проезжей части образовалась яма"
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на тротуаре Разбитый тротуар вдоль дома 45 на Горького, весь в ямах и трещинах."
Текущее содержание дорог и ремонт,"Образовалась выбоина, яма на на тротуаре Под тротукаром возде дома по адресу Заречный проезд 37/1 - образовывается вымоена, с каждым днем ростет."
Текущее содержание дорог и ремонт,Открытый люк на проезде между домами Вновь открыт люк напротив 2 подъезда. Насколько возможно установить люк на одном уровне с асфальтом?
Текущее содержание дорог и ремонт,Подтопление участка проезжей части Каждый раз после дождя в этом месте огромная лужа
